Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa03010:Ribosome	71	7.450157397691501	1.047073876291851E-43	ENSG00000142937, ENSG00000110700, ENSG00000177600, ENSG00000171863, ENSG00000197728, ENSG00000142541, ENSG00000163682, ENSG00000171858, ENSG00000170889, ENSG00000105193, ENSG00000109475, ENSG00000167526, ENSG00000125691, ENSG00000138326, ENSG00000115268, ENSG00000136942, ENSG00000149806, ENSG00000168028, ENSG00000233927, ENSG00000197958, ENSG00000144713, ENSG00000137154, ENSG00000166441, ENSG00000221983, ENSG00000231500, ENSG00000143947, ENSG00000108298, ENSG00000162244, ENSG00000164587, ENSG00000122026, ENSG00000142534, ENSG00000182899, ENSG00000149273, ENSG00000198242, ENSG00000131469, ENSG00000180992, ENSG00000145592, ENSG00000112306, ENSG00000134419, ENSG00000197756, ENSG00000130255, ENSG00000174748, ENSG00000089009, ENSG00000156482, ENSG00000140988, ENSG00000186468, ENSG00000063177, ENSG00000172809, ENSG00000105372, ENSG00000148303, ENSG00000188846, ENSG00000137818, ENSG00000198034, ENSG00000118181, ENSG00000008988, ENSG00000083845, ENSG00000174444, ENSG00000198755, ENSG00000177954, ENSG00000071082, ENSG00000145425, ENSG00000147604, ENSG00000114391, ENSG00000100316, ENSG00000122406, ENSG00000161970, ENSG00000089157, ENSG00000182774, ENSG00000147403, ENSG00000142676, ENSG00000105640	516	136	6879	6.959772571819425	2.6595676457813015E-41	2.6595676457813015E-41	2.240738095264561E-41
KEGG_PATHWAY	hsa04510:Focal adhesion	44	4.616998950682056	3.522730051556593E-10	ENSG00000148082, ENSG00000177885, ENSG00000108821, ENSG00000105976, ENSG00000130635, ENSG00000105855, ENSG00000099942, ENSG00000128591, ENSG00000134871, ENSG00000154229, ENSG00000177606, ENSG00000137801, ENSG00000115414, ENSG00000041982, ENSG00000135424, ENSG00000134853, ENSG00000005884, ENSG00000116147, ENSG00000118971, ENSG00000135862, ENSG00000113296, ENSG00000146648, ENSG00000187498, ENSG00000168036, ENSG00000164692, ENSG00000145675, ENSG00000184009, ENSG00000067560, ENSG00000112715, ENSG00000130402, ENSG00000075624, ENSG00000072110, ENSG00000110799, ENSG00000091136, ENSG00000213639, ENSG00000159840, ENSG00000204262, ENSG00000118785, ENSG00000196924, ENSG00000110092, ENSG00000142156, ENSG00000142173, ENSG00000163359, ENSG00000010810	516	206	6879	2.8474825016933845	8.947733509678812E-8	4.4738671654768736E-8	3.769321155165555E-8
KEGG_PATHWAY	hsa04512:ECM-receptor interaction	25	2.6232948583420774	1.1173558819978365E-8	ENSG00000108821, ENSG00000026508, ENSG00000130635, ENSG00000105855, ENSG00000134871, ENSG00000137801, ENSG00000115414, ENSG00000041982, ENSG00000135424, ENSG00000173402, ENSG00000005884, ENSG00000116147, ENSG00000135862, ENSG00000113296, ENSG00000187498, ENSG00000164692, ENSG00000110799, ENSG00000091136, ENSG00000204262, ENSG00000118785, ENSG00000142156, ENSG00000142173, ENSG00000188157, ENSG00000163359, ENSG00000124145	516	87	6879	3.8308607324244854	2.8380799379501553E-6	9.460279800915017E-7	7.970471958251233E-7
KEGG_PATHWAY	hsa04612:Antigen processing and presentation	23	2.413431269674711	1.7474755716699416E-8	ENSG00000127022, ENSG00000019582, ENSG00000168394, ENSG00000135047, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000179218, ENSG00000196735, ENSG00000204592, ENSG00000096384, ENSG00000080824, ENSG00000204525, ENSG00000167004, ENSG00000204389, ENSG00000206503, ENSG00000100600, ENSG00000223865, ENSG00000234745, ENSG00000231389, ENSG00000166710, ENSG00000109971, ENSG00000164733	516	76	6879	4.034501223990208	4.4385781496902865E-6	1.109646988010413E-6	9.348994308434187E-7
KEGG_PATHWAY	hsa04145:Phagosome	33	3.4627492130115427	4.008933042795668E-8	ENSG00000127022, ENSG00000168394, ENSG00000135047, ENSG00000196126, ENSG00000137801, ENSG00000198502, ENSG00000204592, ENSG00000132432, ENSG00000137285, ENSG00000113296, ENSG00000234745, ENSG00000188229, ENSG00000203747, ENSG00000184009, ENSG00000075624, ENSG00000196230, ENSG00000104833, ENSG00000197102, ENSG00000204287, ENSG00000159403, ENSG00000179218, ENSG00000196735, ENSG00000204525, ENSG00000170458, ENSG00000011028, ENSG00000102879, ENSG00000206503, ENSG00000167552, ENSG00000123416, ENSG00000223865, ENSG00000231389, ENSG00000128524, ENSG00000125730	516	150	6879	2.9329069767441864	1.0182638285005652E-5	2.036537985740199E-6	1.7158233423165459E-6
KEGG_PATHWAY	hsa05416:Viral myocarditis	18	1.888772298006296	4.67592615107319E-7	ENSG00000075624, ENSG00000114867, ENSG00000110321, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000173402, ENSG00000196735, ENSG00000204592, ENSG00000204525, ENSG00000110092, ENSG00000206503, ENSG00000223865, ENSG00000234745, ENSG00000231389, ENSG00000010810, ENSG00000163069, ENSG00000184009	516	57	6879	4.209914320685434	1.1876149929068713E-4	1.979475403954317E-5	1.667746993882771E-5
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	35	3.6726128016789086	4.212856865261057E-6	ENSG00000177885, ENSG00000135404, ENSG00000026508, ENSG00000105976, ENSG00000128591, ENSG00000135047, ENSG00000154229, ENSG00000139329, ENSG00000137801, ENSG00000115414, ENSG00000146648, ENSG00000167244, ENSG00000168036, ENSG00000100644, ENSG00000092820, ENSG00000087245, ENSG00000145675, ENSG00000184009, ENSG00000067560, ENSG00000112715, ENSG00000135679, ENSG00000075624, ENSG00000147065, ENSG00000213639, ENSG00000196924, ENSG00000110092, ENSG00000166225, ENSG00000137154, ENSG00000070808, ENSG00000063660, ENSG00000145362, ENSG00000128602, ENSG00000011465, ENSG00000124145, ENSG00000124762	516	200	6879	2.3329941860465113	0.0010694955793013605	1.5286652053947262E-4	1.2879305273798088E-4
KEGG_PATHWAY	hsa05130:Pathogenic Escherichia coli infection	15	1.5739769150052465	1.4157779105190685E-5	ENSG00000067560, ENSG00000075624, ENSG00000196230, ENSG00000104833, ENSG00000154229, ENSG00000170458, ENSG00000137285, ENSG00000115053, ENSG00000167552, ENSG00000168036, ENSG00000123416, ENSG00000092820, ENSG00000188229, ENSG00000010810, ENSG00000184009	516	51	6879	3.920998632010944	0.003589643120525232	4.4950948658980427E-4	3.7872059106385084E-4
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	47	4.931794333683106	7.148958010134705E-5	ENSG00000177885, ENSG00000108821, ENSG00000105976, ENSG00000130635, ENSG00000105855, ENSG00000113578, ENSG00000134871, ENSG00000154229, ENSG00000137801, ENSG00000115414, ENSG00000041982, ENSG00000135424, ENSG00000134853, ENSG00000135446, ENSG00000005884, ENSG00000116147, ENSG00000118971, ENSG00000135862, ENSG00000080824, ENSG00000113296, ENSG00000146648, ENSG00000187498, ENSG00000164692, ENSG00000166913, ENSG00000145675, ENSG00000128245, ENSG00000112715, ENSG00000068078, ENSG00000135679, ENSG00000108953, ENSG00000110799, ENSG00000134308, ENSG00000091136, ENSG00000204262, ENSG00000096384, ENSG00000118785, ENSG00000170027, ENSG00000110092, ENSG00000142156, ENSG00000137154, ENSG00000142173, ENSG00000163359, ENSG00000078369, ENSG00000143384, ENSG00000164924, ENSG00000182578, ENSG00000124762	516	345	6879	1.8161611054937647	0.01799512123074709	0.002017594816193572	0.0016998633490764743
KEGG_PATHWAY	hsa04514:Cell adhesion molecules (CAMs)	25	2.6232948583420774	1.2107089821910587E-4	ENSG00000149294, ENSG00000105855, ENSG00000196126, ENSG00000198502, ENSG00000204592, ENSG00000184144, ENSG00000234745, ENSG00000188404, ENSG00000162512, ENSG00000105695, ENSG00000198910, ENSG00000204287, ENSG00000197965, ENSG00000110076, ENSG00000002586, ENSG00000196735, ENSG00000204525, ENSG00000038427, ENSG00000206503, ENSG00000223865, ENSG00000231389, ENSG00000018236, ENSG00000091129, ENSG00000163531, ENSG00000124145	516	142	6879	2.347076645922044	0.030285780421404174	0.002937003900859427	0.0024744836015114856
